CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,Zip Code,Texas Region
3/9/2011,78,66,55,48,32,19,59,31,11,30.19,30.07,29.87,10,10,10,20,8,26,0,0,,356,78801,Southwest
3/10/2011,75,57,39,28,20,9,61,27,8,30.48,30.39,30.28,10,10,10,13,5,18,0,0,,114,78801,Southwest
3/11/2011,80,60,39,32,23,18,52,28,11,30.28,30.19,30.02,10,10,10,17,8,24,0,0,,117,78801,Southwest
3/12/2011,87,68,50,57,51,46,94,62,29,30.08,30,29.9,10,10,10,16,8,21,0,2,,118,78801,Southwest
3/13/2011,82,70,59,63,58,54,94,68,37,30.04,29.98,29.93,10,10,10,17,7,21,0,4,,109,78801,Southwest
3/14/2011,80,73,66,66,58,45,100,65,32,30.17,30.1,30.04,10,9,2,14,7,18,0,4,,66,78801,Southwest
3/15/2011,77,64,51,54,43,37,62,49,39,30.22,30.15,30.04,10,10,10,16,9,20,0,3,,104,78801,Southwest
3/16/2011,87,76,64,64,61,54,100,69,33,30.17,30.09,29.98,10,9,2,21,11,26,0,4,,143,78801,Southwest
3/17/2011,89,78,68,64,60,54,83,65,31,30.16,30.08,29.99,10,10,10,16,12,23,0,3,,140,78801,Southwest
3/18/2011,89,78,68,64,60,54,88,63,29,30.17,30.09,30,10,10,10,17,10,22,0,3,,133,78801,Southwest
3/19/2011,87,78,68,64,62,57,88,70,37,30.14,30.08,29.97,10,10,10,20,12,26,0,3,,120,78801,Southwest
3/20/2011,86,75,64,64,61,57,94,69,40,30.12,30.06,30,10,10,7,21,13,28,0,3,,131,78801,Southwest
3/21/2011,87,78,68,64,61,54,83,69,35,30.13,30.07,29.94,10,10,10,20,12,25,0,3,,139,78801,Southwest
3/22/2011,91,76,62,63,57,48,94,56,24,30.01,29.88,29.74,10,10,7,18,12,26,0,1,,141,78801,Southwest
3/23/2011,91,76,62,64,60,55,94,62,29,29.93,29.85,29.8,10,9,5,13,8,17,0,1,,80,78801,Southwest
3/24/2011,87,74,62,66,59,50,100,65,29,30,29.9,29.8,10,9,1,22,10,29,0,2,,107,78801,Southwest
3/25/2011,89,76,64,64,62,59,94,68,36,29.87,29.8,29.65,10,10,10,13,8,17,0,2,,143,78801,Southwest
3/26/2011,93,80,68,68,64,59,94,66,32,29.76,29.69,29.59,10,9,4,15,7,20,0,1,,97,78801,Southwest
3/27/2011,86,78,69,72,66,61,100,75,48,29.8,29.73,29.67,10,8,2,14,8,17,0,4,,90,78801,Southwest
3/28/2011,78,68,59,59,55,50,82,65,51,29.94,29.87,29.78,10,10,5,15,9,20,0,5,,100,78801,Southwest
3/29/2011,78,71,64,68,65,59,100,82,61,29.9,29.85,29.81,10,6,1,10,7,,0,6,,82,78801,Southwest
3/30/2011,73,64,55,50,45,41,77,57,41,30.07,29.98,29.84,10,10,10,18,8,26,0,5,,9,78801,Southwest
3/31/2011,89,70,50,54,45,39,76,52,18,29.91,29.83,29.71,10,10,10,8,6,,0,1,,85,78801,Southwest
4/1/2011,95,78,60,66,56,45,94,62,18,29.86,29.8,29.7,10,9,5,12,6,17,0,3,,137,78801,Southwest
4/2/2011,95,80,64,70,59,41,83,52,29,29.98,29.9,29.82,10,9,5,18,8,26,0,1,,96,78801,Southwest
4/3/2011,93,83,73,72,66,63,83,64,36,29.93,29.79,29.64,10,8,7,18,12,25,0,4,,135,78801,Southwest
4/4/2011,82,71,57,72,46,18,94,51,14,30.15,29.89,29.66,10,7,2,26,10,33,0,0,,22,78801,Southwest
4/5/2011,78,58,39,30,19,16,49,20,9,30.25,30.11,29.96,10,10,10,15,7,22,0,0,,136,78801,Southwest
4/6/2011,91,70,48,52,46,36,82,50,22,30.03,29.96,29.79,10,10,10,14,9,21,0,0,,130,78801,Southwest
4/7/2011,93,78,64,64,62,54,94,65,28,29.88,29.79,29.67,10,10,10,14,9,20,0,2,,125,78801,Southwest
4/8/2011,98,86,73,70,63,43,88,57,16,29.81,29.74,29.67,10,8,5,23,11,30,0,2,,115,78801,Southwest
4/9/2011,98,83,68,72,65,57,94,60,25,29.9,29.8,29.7,10,9,5,21,13,30,0,2,,124,78801,Southwest
4/10/2011,98,84,69,72,66,57,94,59,25,29.86,29.75,29.61,10,10,7,22,13,29,0,2,,128,78801,Southwest
4/11/2011,87,76,64,70,29,12,78,23,8,30.13,30,29.67,10,10,7,29,12,37,0,2,,353,78801,Southwest
4/12/2011,87,69,51,37,28,23,47,25,9,30.18,30.08,29.93,10,10,7,16,7,23,0,0,,94,78801,Southwest
4/13/2011,87,69,51,59,49,37,73,49,29,30,29.95,29.81,10,10,10,14,8,18,0,1,,114,78801,Southwest
4/14/2011,93,81,69,68,64,46,88,67,28,29.87,29.78,29.63,10,10,7,12,7,17,0,4,,137,78801,Southwest
4/15/2011,86,73,60,68,33,7,94,33,7,30.04,29.9,29.74,10,9,7,20,8,28,0,0,,9,78801,Southwest
4/16/2011,82,66,50,21,11,5,26,13,6,30.18,30.07,29.93,10,8,5,17,8,28,0,0,,108,78801,Southwest
4/17/2011,87,69,51,61,50,34,71,48,28,30.01,29.91,29.74,10,10,10,20,10,26,0,0,,127,78801,Southwest
4/18/2011,98,84,69,70,66,59,88,65,29,29.82,29.75,29.61,10,10,7,14,8,21,0,4,,151,78801,Southwest
4/19/2011,95,85,75,72,68,57,89,69,28,29.79,29.73,29.67,10,7,4,14,8,17,0,2,,113,78801,Southwest
4/20/2011,91,82,73,72,70,68,94,70,46,29.91,29.83,29.76,10,8,5,17,9,24,0,2,,104,78801,Southwest
4/21/2011,93,84,75,73,68,61,89,66,34,29.94,29.87,29.77,10,9,7,29,13,34,0,3,Rain-Thunderstorm,124,78801,Southwest
4/22/2011,93,83,73,72,67,61,88,63,36,29.93,29.81,29.71,10,9,5,20,13,30,0,2,,128,78801,Southwest
4/23/2011,93,83,73,70,67,61,88,62,34,29.86,29.78,29.71,10,9,7,21,12,25,0,1,,125,78801,Southwest
4/24/2011,89,82,75,70,67,63,83,64,40,29.85,29.79,29.68,10,9,7,20,14,25,0,2,,140,78801,Southwest
4/25/2011,100,86,73,72,53,19,89,50,6,29.75,29.66,29.54,10,9,7,21,8,26,0,2,,179,78801,Southwest
4/26/2011,100,84,68,72,61,41,94,57,15,29.61,29.5,29.35,10,9,2,15,6,22,0,1,,106,78801,Southwest
4/27/2011,91,82,73,61,19,-2,65,16,4,29.84,29.7,29.43,10,10,5,24,12,30,0,1,,338,78801,Southwest
4/28/2011,87,71,55,45,37,16,59,31,13,30.22,30.11,30,10,10,10,13,7,20,0,0,,99,78801,Southwest
4/29/2011,93,74,55,59,48,39,68,41,21,30.08,29.92,29.73,10,10,10,24,12,34,0,0,,133,78801,Southwest
4/30/2011,98,86,73,68,63,54,78,57,25,29.8,29.7,29.6,10,10,10,17,8,26,0,3,,134,78801,Southwest
5/1/2011,93,75,57,73,65,46,89,67,41,29.85,29.71,29.67,10,7,4,22,12,30,0,2,,76,78801,Southwest
5/2/2011,68,58,48,52,48,45,100,74,43,30.24,30.09,29.92,10,8,4,18,11,23,0.05,6,Rain,3,78801,Southwest
5/3/2011,78,62,46,45,30,18,82,39,10,30.42,30.33,30.24,10,10,10,15,6,22,0,0,,42,78801,Southwest
5/4/2011,78,63,48,39,30,21,58,30,12,30.38,30.29,30.17,10,10,10,15,8,30,0,0,,114,78801,Southwest
5/5/2011,87,69,51,54,47,43,82,48,25,30.22,30.12,30,10,10,10,13,8,18,0,0,,113,78801,Southwest
5/6/2011,89,76,64,64,60,52,94,60,29,30.08,30.01,29.85,10,10,2,34,9,45,0.52,3,Rain-Thunderstorm,138,78801,Southwest
5/7/2011,95,82,68,70,66,54,94,69,34,29.93,29.87,29.76,10,10,10,14,7,22,0.03,4,Rain,153,78801,Southwest
5/8/2011,100,84,69,72,67,57,94,65,24,29.86,29.8,29.68,10,10,10,16,9,23,0,3,,122,78801,Southwest
5/9/2011,100,86,73,73,68,55,94,66,24,29.79,29.73,29.61,10,9,4,22,11,29,0,2,,124,78801,Southwest
5/10/2011,91,82,73,70,68,63,88,68,41,29.82,29.72,29.64,10,9,7,21,12,28,0.03,2,Rain,119,78801,Southwest
5/11/2011,91,82,73,72,69,63,94,70,38,29.81,29.73,29.68,10,8,4,16,12,22,0,5,Rain,126,78801,Southwest
5/12/2011,87,76,64,72,64,54,94,69,31,29.91,29.84,29.79,10,8,1,31,9,43,1.45,4,Rain-Thunderstorm,85,78801,Southwest
5/13/2011,95,78,62,68,62,50,100,64,22,29.99,29.91,29.84,10,8,2,15,5,22,0,1,,52,78801,Southwest
5/14/2011,87,72,57,54,45,41,77,39,19,30.09,29.99,29.88,10,10,10,13,6,,0,0,,70,78801,Southwest
5/15/2011,78,68,59,45,42,37,55,39,24,30.1,30.01,29.95,10,10,10,13,8,17,0,5,,95,78801,Southwest
5/16/2011,87,73,59,50,48,45,67,43,27,30.06,29.97,29.86,10,10,5,13,6,16,0,3,,89,78801,Southwest
5/17/2011,91,75,59,61,54,46,82,49,29,29.9,29.81,29.67,10,10,10,18,8,23,0,1,,152,78801,Southwest
5/18/2011,91,80,69,68,64,61,83,65,40,29.74,29.68,29.56,10,10,10,18,9,24,0,6,,135,78801,Southwest
5/19/2011,91,81,71,73,71,68,100,77,46,29.72,29.67,29.61,10,7,2,18,12,26,0.03,7,Rain,124,78801,Southwest
5/20/2011,96,86,75,73,68,39,89,64,14,29.78,29.71,29.67,10,8,5,17,9,22,0,5,,136,78801,Southwest
5/21/2011,91,82,73,73,70,61,89,65,41,29.87,29.8,29.73,10,8,4,14,7,22,0,4,,112,78801,Southwest
5/22/2011,95,86,77,73,71,64,89,68,39,29.87,29.81,29.7,10,7,4,18,11,25,0,6,,135,78801,Southwest
5/23/2011,95,84,73,73,70,66,94,73,41,29.82,29.77,29.7,10,8,5,16,10,20,0,5,,136,78801,Southwest
5/24/2011,100,86,73,72,68,59,94,61,25,29.78,29.72,29.61,10,8,5,15,10,25,0,3,,138,78801,Southwest
5/25/2011,104,88,73,73,63,12,94,59,4,29.85,29.78,29.71,10,9,7,13,7,17,0,2,,100,78801,Southwest
5/26/2011,98,86,73,63,50,25,44,31,14,29.99,29.9,29.79,10,10,10,17,10,22,0,1,,88,78801,Southwest
5/27/2011,102,86,71,72,66,54,94,57,20,29.85,29.79,29.63,10,9,4,16,10,23,0,0,,144,78801,Southwest
5/28/2011,105,88,71,73,68,61,94,61,23,29.74,29.68,29.58,10,9,5,22,11,28,0,2,,130,78801,Southwest
5/29/2011,100,86,73,72,67,59,94,61,25,29.78,29.71,29.64,10,10,7,24,15,32,0,2,,130,78801,Southwest
5/30/2011,98,88,77,72,67,55,83,59,25,29.88,29.82,29.77,10,10,7,24,16,33,0,2,,139,78801,Southwest
5/31/2011,96,86,77,72,68,59,83,59,30,30.1,30.04,29.96,10,10,7,17,13,31,0,4,,128,78801,Southwest
6/1/2011,95,83,71,72,64,50,94,58,26,30.22,30.14,30.03,10,10,7,17,10,29,0,3,,121,78801,Southwest
6/2/2011,96,82,68,68,60,45,88,57,18,30.12,30.05,29.89,10,10,10,18,10,26,0,2,,146,78801,Southwest
6/3/2011,96,82,68,64,57,54,73,46,23,30.04,29.98,29.91,10,10,10,17,8,26,0,1,,118,78801,Southwest
6/4/2011,95,83,71,70,63,54,94,59,25,30.15,30.09,30.03,10,10,10,15,9,21,0,3,,123,78801,Southwest
6/5/2011,96,82,68,70,58,43,88,53,16,30.17,30.11,29.99,10,10,10,14,6,20,0,0,,126,78801,Southwest
6/6/2011,98,83,68,61,55,46,73,41,17,30.05,29.98,29.85,10,10,10,13,5,21,0,0,,141,78801,Southwest
6/7/2011,98,84,69,63,55,46,73,39,17,29.94,29.88,29.79,10,10,10,15,8,24,0,0,,135,78801,Southwest
6/8/2011,98,84,69,68,62,54,88,52,22,29.93,29.88,29.82,10,10,10,20,9,24,0,0,,129,78801,Southwest
6/9/2011,96,82,69,70,62,50,88,56,20,29.97,29.91,29.8,10,10,10,17,10,23,0,1,,134,78801,Southwest
6/10/2011,96,84,71,70,61,52,88,52,22,29.94,29.88,29.78,10,10,10,16,11,25,0,1,,136,78801,Southwest
6/11/2011,96,84,71,70,62,54,88,53,25,29.96,29.89,29.83,10,10,10,16,11,23,0,1,,129,78801,Southwest
6/12/2011,98,84,71,70,61,46,94,51,17,29.96,29.9,29.84,10,10,10,15,10,24,0,0,,139,78801,Southwest
6/13/2011,98,84,71,70,63,48,88,55,18,30.03,29.96,29.86,10,10,10,18,9,28,0,0,,135,78801,Southwest
6/14/2011,100,86,71,70,64,46,94,56,17,29.99,29.93,29.77,10,10,10,16,9,29,0,1,,151,78801,Southwest
6/15/2011,104,88,73,72,65,52,83,53,18,29.88,29.81,29.71,10,10,10,17,10,24,0,1,,140,78801,Southwest
6/16/2011,104,88,73,72,67,52,88,58,20,29.85,29.8,29.69,10,10,10,18,11,25,0,2,,136,78801,Southwest
6/17/2011,107,92,77,73,64,45,89,48,14,29.87,29.79,29.73,10,10,10,17,13,29,0,0,,145,78801,Southwest
6/18/2011,107,90,73,73,64,45,88,52,13,29.93,29.86,29.76,10,10,10,17,11,24,0,0,,143,78801,Southwest
6/19/2011,107,92,77,72,63,46,78,47,13,29.88,29.8,29.65,10,10,10,21,13,30,0,0,,148,78801,Southwest
6/20/2011,100,88,77,72,67,61,83,56,27,29.8,29.72,29.61,10,10,10,20,13,28,0,2,,144,78801,Southwest
6/21/2011,96,86,77,73,70,63,83,62,32,29.81,29.74,29.69,10,10,10,18,11,25,0,3,,126,78801,Southwest
6/22/2011,87,78,68,73,67,61,94,74,48,29.95,29.9,29.81,10,9,2,24,10,38,1.41,2,Rain-Thunderstorm,105,78801,Southwest
6/23/2011,84,78,71,73,70,66,100,89,58,29.98,29.95,29.92,10,8,4,7,3,,0,4,,74,78801,Southwest
6/24/2011,95,88,82,72,67,63,66,48,34,29.89,29.82,29.78,10,10,10,12,7,18,0,0,,98,78801,Southwest
6/25/2011,96,84,73,72,70,64,94,66,34,29.88,29.84,29.78,10,10,10,15,9,21,0,4,,124,78801,Southwest
6/26/2011,96,84,73,73,69,61,100,64,30,29.93,29.88,29.8,10,10,5,16,10,22,0,0,,142,78801,Southwest
6/27/2011,98,86,73,73,68,61,94,62,29,29.97,29.93,29.85,10,10,10,20,11,24,0,2,,149,78801,Southwest
6/28/2011,96,86,77,72,65,63,83,44,32,30.05,29.98,29.94,10,10,10,17,8,26,0,2,,114,78801,Southwest
6/29/2011,96,84,71,72,66,59,94,57,30,30.07,30.01,29.93,10,10,10,15,7,20,0,1,,122,78801,Southwest
6/30/2011,95,83,71,70,65,59,88,57,30,30.05,29.99,29.94,10,10,10,20,8,29,0,1,,130,78801,Southwest
7/1/2011,95,84,73,73,67,59,83,61,32,30.05,29.99,29.94,10,10,7,21,5,26,0,2,Rain,123,78801,Southwest
7/2/2011,95,83,71,72,68,63,94,66,34,30.11,30.05,29.96,10,10,1,24,3,44,0.2,4,Rain-Thunderstorm,151,78801,Southwest
7/3/2011,96,82,69,72,66,55,94,64,25,30.07,30.01,29.89,10,10,7,13,4,17,0,0,,147,78801,Southwest
7/4/2011,96,84,71,72,64,52,88,56,22,30,29.95,29.87,10,10,7,14,8,21,0,0,,132,78801,Southwest
7/5/2011,98,84,71,70,64,50,88,56,20,30.02,29.96,29.89,10,10,10,14,8,18,0,0,,118,78801,Southwest
7/6/2011,96,84,71,70,62,54,83,49,23,30.04,29.97,29.89,10,10,10,14,7,18,0,0,,114,78801,Southwest
7/7/2011,96,84,71,70,64,54,83,53,23,29.99,29.93,29.82,10,10,4,14,7,18,0,0,,120,78801,Southwest
7/8/2011,98,84,71,68,61,48,83,47,19,29.92,29.87,29.77,10,10,10,14,8,20,0,0,,127,78801,Southwest
7/9/2011,98,86,73,72,64,52,88,51,21,29.92,29.87,29.81,10,10,10,16,10,22,0,0,,120,78801,Southwest
7/10/2011,98,86,73,72,67,59,94,58,27,29.98,29.93,29.85,10,10,10,34,11,43,0,2,Thunderstorm,126,78801,Southwest
7/11/2011,98,86,75,73,69,61,89,62,29,30.03,29.97,29.88,10,10,10,15,10,31,0,2,,127,78801,Southwest
7/12/2011,100,86,73,73,68,61,94,60,29,30,29.95,29.84,10,10,5,17,10,25,0,1,,136,78801,Southwest
7/13/2011,98,84,71,72,67,59,94,59,27,29.97,29.93,29.81,10,10,10,17,9,25,0,0,,138,78801,Southwest
7/14/2011,100,86,73,73,67,59,88,55,25,29.93,29.87,29.74,10,10,10,14,9,21,0,1,,143,78801,Southwest
7/15/2011,100,88,77,73,66,55,78,52,22,29.89,29.84,29.74,10,10,10,14,9,23,0,0,,143,78801,Southwest
7/16/2011,96,84,73,72,67,54,88,58,23,29.93,29.89,29.84,10,10,10,15,9,23,0,1,Rain,130,78801,Southwest
7/17/2011,98,84,71,70,63,55,88,53,24,30.07,30.01,29.96,10,10,10,17,9,25,0,1,,128,78801,Southwest
7/18/2011,98,86,73,72,64,50,83,51,19,30.08,30.02,29.91,10,10,10,12,7,16,0,1,,123,78801,Southwest
7/19/2011,96,84,73,73,69,59,94,64,32,29.98,29.93,29.87,10,10,4,21,7,29,0.15,2,Rain-Thunderstorm,111,78801,Southwest
7/20/2011,98,84,71,75,70,61,100,70,30,29.94,29.89,29.79,10,10,7,15,6,20,0,1,,111,78801,Southwest
7/21/2011,96,84,73,73,69,61,94,60,30,29.92,29.87,29.78,10,9,5,20,11,32,0,2,Rain,123,78801,Southwest
7/22/2011,98,86,73,75,71,64,94,63,32,29.93,29.87,29.76,10,10,2,22,13,29,0.37,5,Rain-Thunderstorm,125,78801,Southwest
7/23/2011,98,84,71,77,69,61,100,66,29,30.01,29.95,29.87,10,10,7,18,9,28,0,3,,113,78801,Southwest
7/24/2011,98,88,77,77,68,55,89,59,25,30.1,30.03,29.94,10,10,10,18,10,24,0,3,,131,78801,Southwest
7/25/2011,100,86,73,72,65,50,88,57,19,30.04,29.99,29.85,10,10,10,16,8,22,0,0,,120,78801,Southwest
7/26/2011,98,86,73,73,65,55,88,51,24,29.91,29.86,29.75,10,10,10,15,9,21,0,0,,128,78801,Southwest
7/27/2011,98,86,73,73,65,54,88,51,22,29.9,29.83,29.74,10,10,10,14,9,22,0,0,,126,78801,Southwest
7/28/2011,100,88,77,73,68,55,83,61,22,29.95,29.89,29.82,10,10,10,18,10,24,0,4,,130,78801,Southwest
