CDT,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees,Zip Code,Texas Region
1/13/2013,73,61,49,70,45,34,93,65,37,30.11,29.96,29.72,10,8,3,32,17,39,0.01,7,Rain,5,78401,Southeast
1/14/2013,51,47,43,43,38,34,70,62,54,30.19,30.12,30.08,10,9,4,21,14,25,T,8,Rain,19,78401,Southeast
1/15/2013,46,45,43,44,40,35,93,85,76,30.24,30.11,30.05,10,7,3,24,15,29,0.08,8,Rain,351,78401,Southeast
1/16/2013,61,49,36,31,24,16,70,44,17,30.4,30.31,30.23,10,10,10,28,13,37,0,1,,313,78401,Southeast
1/17/2013,71,53,35,39,31,23,70,47,24,30.47,30.4,30.33,10,10,10,17,8,22,0,0,,340,78401,Southeast
1/18/2013,68,54,39,49,41,34,83,63,42,30.51,30.42,30.33,10,10,10,16,8,22,0,1,,55,78401,Southeast
1/19/2013,74,60,45,52,47,42,93,64,35,30.31,30.24,30.16,10,10,10,16,7,20,0,1,,111,78401,Southeast
1/20/2013,76,62,47,54,50,44,93,70,46,30.25,30.18,30.11,10,10,7,16,5,20,0,1,Fog,114,78401,Southeast
1/21/2013,74,62,50,57,51,45,93,64,35,30.24,30.17,30.12,10,10,9,16,6,20,0,1,,89,78401,Southeast
1/22/2013,76,62,47,58,52,48,93,69,44,30.3,30.24,30.18,10,10,10,18,8,22,0,0,Fog,85,78401,Southeast
1/23/2013,80,66,52,63,58,52,93,72,51,30.33,30.27,30.22,10,9,1,22,9,28,0,2,Fog,141,78401,Southeast
1/24/2013,85,71,56,63,60,54,100,70,40,30.3,30.21,30.14,10,9,6,24,12,30,0,0,Fog,165,78401,Southeast
1/25/2013,84,71,58,65,60,55,97,74,51,30.17,30.11,30.04,10,7,0,28,14,32,0,3,Fog,162,78401,Southeast
1/26/2013,82,73,63,64,61,57,93,69,45,30.14,30.09,30.05,10,10,9,26,15,32,0,1,,152,78401,Southeast
1/27/2013,80,73,65,68,66,61,93,78,62,30.08,30.03,29.97,10,10,7,31,19,39,0,6,,146,78401,Southeast
1/28/2013,81,76,71,70,68,66,90,79,67,30.08,29.97,29.9,10,9,6,33,23,40,T,7,,153,78401,Southeast
1/29/2013,91,81,70,68,64,39,93,62,31,29.91,29.74,29.58,10,10,8,37,24,46,T,4,,169,78401,Southeast
1/30/2013,72,61,50,39,19,7,35,22,8,30.25,30.07,29.78,10,10,10,38,19,48,0,2,,343,78401,Southeast
1/31/2013,73,55,36,44,28,14,61,38,14,30.34,30.27,30.22,10,10,10,22,8,28,0,0,,179,78401,Southeast
2/1/2013,75,63,50,50,45,40,83,55,27,30.35,30.27,30.22,10,10,10,21,9,30,0,1,,135,78401,Southeast
2/2/2013,79,67,55,57,54,50,86,66,45,30.25,30.21,30.15,10,10,10,15,8,20,0,3,Fog,138,78401,Southeast
2/3/2013,76,63,50,59,54,48,100,75,49,30.3,30.22,30.04,10,7,0,17,8,20,0,3,Fog,54,78401,Southeast
2/4/2013,83,72,61,63,61,56,87,69,51,30.02,29.89,29.8,10,10,10,26,13,31,T,3,,154,78401,Southeast
2/5/2013,88,73,58,67,62,55,93,68,42,29.96,29.9,29.85,10,6,0,17,8,21,T,3,Fog-Rain,149,78401,Southeast
2/6/2013,74,70,65,70,65,60,97,88,78,30.01,29.9,29.82,10,6,0,23,14,28,0.4,7,Fog-Rain-Thunderstorm,84,78401,Southeast
2/7/2013,77,70,63,67,63,60,93,81,69,30,29.93,29.88,10,7,0,13,5,17,0,6,Fog,52,78401,Southeast
2/8/2013,75,67,58,63,54,48,93,66,38,30.2,30.1,30.01,10,8,0,22,11,28,0,2,Fog,35,78401,Southeast
2/9/2013,76,69,61,69,64,57,87,81,74,30.06,29.94,29.8,10,9,5,30,18,38,0.02,7,Rain,123,78401,Southeast
2/10/2013,86,77,68,70,61,46,90,65,40,29.93,29.83,29.75,10,8,4,26,16,32,0,6,,108,78401,Southeast
2/11/2013,68,64,59,59,54,47,87,68,48,29.98,29.93,29.89,10,7,2,22,17,37,0.01,8,Rain,43,78401,Southeast
2/12/2013,73,66,58,59,57,53,93,73,53,29.99,29.88,29.83,10,5,1,21,9,24,T,6,Rain,350,78401,Southeast
2/13/2013,67,58,48,56,40,35,84,58,32,30.18,30.08,29.99,10,10,10,24,10,29,T,2,,13,78401,Southeast
2/14/2013,71,57,43,46,40,28,83,53,22,30.15,30.09,30.05,10,10,10,16,7,18,0,0,,91,78401,Southeast
2/15/2013,74,61,47,53,46,40,86,62,37,30.32,30.16,30.06,10,10,10,28,10,32,0,2,,82,78401,Southeast
2/16/2013,69,57,44,40,29,23,60,39,18,30.49,30.37,30.29,10,10,10,26,11,32,0,1,,10,78401,Southeast
2/17/2013,74,57,39,56,44,32,79,57,34,30.27,30.14,30.01,10,10,10,32,16,39,0,4,,165,78401,Southeast
2/18/2013,84,74,64,64,61,57,84,68,51,30,29.93,29.84,10,10,10,28,19,35,T,5,,164,78401,Southeast
2/19/2013,71,65,59,61,50,41,90,67,43,30.2,30.1,29.99,10,10,10,29,18,36,0,6,,71,78401,Southeast
2/20/2013,77,71,64,67,64,55,84,79,73,30.03,29.84,29.68,10,10,8,32,22,40,0,8,,129,78401,Southeast
2/21/2013,85,77,69,68,61,47,84,60,36,29.81,29.69,29.59,10,9,4,29,17,37,T,4,Rain,143,78401,Southeast
2/22/2013,75,68,60,53,46,40,67,48,29,29.94,29.87,29.81,10,10,10,25,16,31,0,4,,42,78401,Southeast
2/23/2013,75,63,51,53,43,37,72,54,35,30.04,29.95,29.88,10,10,10,23,12,25,T,3,Rain,16,78401,Southeast
2/24/2013,69,57,44,64,57,40,93,82,71,29.91,29.77,29.61,10,5,0,14,7,16,0.01,6,Fog-Rain,79,78401,Southeast
2/25/2013,77,66,54,66,44,11,93,51,8,29.9,29.67,29.53,10,6,0,54,25,63,0,4,,281,78401,Southeast
2/26/2013,77,58,38,43,28,13,71,40,9,30.02,29.93,29.86,10,10,10,17,9,22,0,0,,260,78401,Southeast
2/27/2013,81,63,44,52,37,23,83,48,12,30.19,30.04,29.89,10,10,10,26,10,32,0,0,,356,78401,Southeast
2/28/2013,65,55,45,30,25,19,42,31,19,30.31,30.25,30.19,10,10,10,26,14,32,0,0,,14,78401,Southeast
3/1/2013,76,59,41,42,27,17,59,35,11,30.3,30.23,30.14,10,10,10,21,7,24,0,0,,247,78401,Southeast
3/2/2013,71,58,44,40,29,22,76,46,16,30.42,30.32,30.25,10,10,10,26,13,35,0,0,,19,78401,Southeast
3/3/2013,78,58,37,51,37,22,67,46,25,30.3,30.17,30.01,10,10,10,28,14,32,0,0,,179,78401,Southeast
3/4/2013,93,76,59,60,55,45,80,50,20,29.99,29.86,29.75,10,10,10,31,21,36,0,0,,172,78401,Southeast
3/5/2013,75,65,55,61,40,20,90,53,15,30.32,30.11,29.8,10,10,10,39,17,47,0,2,,13,78401,Southeast
3/6/2013,66,55,43,44,31,21,66,46,25,30.44,30.33,30.24,10,10,10,21,10,25,0,0,,56,78401,Southeast
3/7/2013,77,63,49,60,55,43,89,70,50,30.22,30.16,30.11,10,10,10,25,13,30,0,5,,110,78401,Southeast
3/8/2013,80,74,67,64,62,61,81,71,60,30.12,30.06,30.01,10,10,10,30,20,35,T,7,Rain,138,78401,Southeast
3/9/2013,80,75,69,66,64,63,84,73,62,30.01,29.82,29.67,10,9,6,41,26,49,0,7,,155,78401,Southeast
3/10/2013,82,70,58,68,54,31,90,54,17,30.08,29.81,29.6,10,7,2,35,18,41,0.06,6,Rain,348,78401,Southeast
3/11/2013,76,63,49,36,27,18,54,33,11,30.17,30.09,30.01,10,10,10,25,11,37,0,1,,7,78401,Southeast
3/12/2013,81,63,44,48,39,26,72,49,25,30.23,30.14,30.09,10,10,10,18,8,24,0,0,,156,78401,Southeast
3/13/2013,75,59,43,54,48,43,93,66,38,30.41,30.33,30.23,10,10,9,18,9,24,0,1,Fog,95,78401,Southeast
3/14/2013,81,64,46,57,52,45,100,70,39,30.39,30.32,30.26,10,10,5,23,11,33,0,1,Fog,133,78401,Southeast
3/15/2013,84,66,47,59,52,45,93,64,34,30.27,30.17,30.05,10,7,0,30,14,37,0,1,Fog,170,78401,Southeast
3/16/2013,84,72,60,63,60,56,90,71,51,30.04,29.91,29.8,10,10,10,39,20,45,0,2,,160,78401,Southeast
3/17/2013,88,77,65,67,64,62,93,70,46,29.84,29.75,29.65,10,10,7,26,17,35,0,3,,157,78401,Southeast
3/18/2013,92,81,69,67,65,60,84,60,36,29.86,29.78,29.71,10,9,6,23,9,30,0,4,,128,78401,Southeast
3/19/2013,84,74,64,67,64,56,93,74,55,29.98,29.89,29.82,10,8,4,20,12,24,T,5,,91,78401,Southeast
3/20/2013,81,72,63,67,56,45,84,62,39,30.14,30.04,29.89,10,9,6,33,17,40,T,5,Rain,67,78401,Southeast
3/21/2013,78,69,60,65,58,52,79,65,50,30.03,29.85,29.68,10,10,10,28,16,35,0,6,,149,78401,Southeast
3/22/2013,85,79,72,70,68,66,87,73,59,29.73,29.67,29.63,10,9,7,21,14,28,0,7,,147,78401,Southeast
3/23/2013,88,76,64,70,68,60,87,67,46,29.7,29.65,29.57,10,7,2,17,8,26,T,5,Rain,95,78401,Southeast
3/24/2013,72,64,56,65,45,17,93,53,13,30.13,29.89,29.67,10,6,0,36,19,43,T,4,Fog-Rain,354,78401,Southeast
3/25/2013,66,57,48,30,26,17,50,33,16,30.35,30.25,30.13,10,10,10,24,14,29,0,0,,66,78401,Southeast
3/26/2013,69,58,47,34,29,26,46,34,21,30.47,30.38,30.33,10,10,10,20,13,26,0,0,,89,78401,Southeast
3/27/2013,72,60,48,55,44,28,68,55,41,30.34,30.27,30.19,10,10,10,23,14,31,0,6,,133,78401,Southeast
3/28/2013,78,72,65,59,58,55,78,64,50,30.21,30.17,30.13,10,10,10,25,15,31,0,7,,140,78401,Southeast
3/29/2013,83,73,62,63,60,58,87,66,45,30.17,30.12,30.06,10,10,10,26,16,35,0,3,,136,78401,Southeast
3/30/2013,87,77,66,66,64,61,87,68,48,30.1,30.02,29.93,10,10,10,28,15,33,T,3,,143,78401,Southeast
3/31/2013,88,79,69,67,66,64,90,71,51,29.96,29.9,29.79,10,10,7,26,15,32,T,4,Rain-Thunderstorm,148,78401,Southeast
4/1/2013,82,74,66,67,66,64,93,76,58,30.02,29.97,29.92,10,9,5,23,11,29,T,5,Thunderstorm,109,78401,Southeast
4/2/2013,82,77,71,70,68,66,90,79,67,29.96,29.89,29.78,10,10,8,17,12,22,T,7,Rain-Thunderstorm,109,78401,Southeast
4/3/2013,80,69,58,70,59,48,87,68,48,30.12,29.92,29.81,10,10,8,28,16,33,0.01,6,Rain,23,78401,Southeast
4/4/2013,80,68,56,49,45,41,72,49,25,30.19,30.12,30.05,10,10,10,23,15,32,0,4,,351,78401,Southeast
4/5/2013,73,60,47,53,46,39,76,59,41,30.28,30.18,30.09,10,10,10,17,10,20,0,0,,76,78401,Southeast
4/6/2013,83,70,57,60,56,51,80,61,42,30.09,29.99,29.89,10,10,10,30,17,41,0,1,,150,78401,Southeast
4/7/2013,84,74,64,65,62,60,87,68,48,29.93,29.87,29.8,10,10,10,32,18,37,0,3,,148,78401,Southeast
4/8/2013,85,78,71,70,67,65,84,70,55,29.81,29.74,29.67,10,10,9,33,22,40,T,7,,148,78401,Southeast
4/9/2013,90,82,73,70,69,66,84,67,50,29.71,29.65,29.57,10,10,8,40,26,46,0,6,,152,78401,Southeast
4/10/2013,87,74,60,70,62,47,82,66,49,29.84,29.7,29.61,10,10,8,35,20,43,T,8,Rain,87,78401,Southeast
4/11/2013,77,64,50,47,43,38,72,50,27,29.97,29.87,29.78,10,10,5,32,13,39,0.16,3,Rain-Thunderstorm,21,78401,Southeast
4/12/2013,79,65,50,58,53,46,89,66,43,29.97,29.92,29.87,10,10,10,21,10,25,0,1,,94,78401,Southeast
4/13/2013,81,72,62,63,60,57,87,68,49,29.94,29.85,29.75,10,10,10,28,13,32,0,3,,100,78401,Southeast
4/14/2013,94,80,65,70,65,61,87,66,44,29.79,29.73,29.65,10,9,5,26,12,30,T,4,Rain,146,78401,Southeast
4/15/2013,90,81,72,70,68,66,84,66,47,29.81,29.74,29.7,10,9,7,29,20,33,0,5,,153,78401,Southeast
4/16/2013,85,80,75,72,70,68,82,72,61,29.87,29.82,29.76,10,7,2,25,17,30,T,7,,133,78401,Southeast
4/17/2013,88,82,75,73,72,71,94,77,59,29.86,29.77,29.65,10,6,1,32,22,40,T,7,,144,78401,Southeast
4/18/2013,84,72,60,72,63,45,87,66,45,30.05,29.75,29.62,10,8,3,37,20,41,T,6,Rain,65,78401,Southeast
4/19/2013,78,65,51,45,33,24,55,35,14,30.32,30.2,30.08,10,10,10,31,14,38,T,2,Rain,36,78401,Southeast
4/20/2013,76,62,47,52,42,34,76,52,27,30.22,30.15,30.04,10,10,10,21,10,26,0,0,,100,78401,Southeast
4/21/2013,82,70,58,62,56,51,78,60,42,30.11,30.05,30.01,10,10,10,22,13,30,0,2,,111,78401,Southeast
4/22/2013,87,77,67,66,64,62,84,64,43,30.08,30.01,29.91,10,10,10,22,14,28,0,3,,125,78401,Southeast
4/23/2013,85,78,71,70,67,66,84,71,58,29.95,29.88,29.83,10,10,10,29,17,35,0,7,,137,78401,Southeast
4/24/2013,75,63,51,70,51,43,86,71,56,30.21,30.1,29.96,10,10,7,33,15,39,0.06,8,Rain,18,78401,Southeast
4/25/2013,67,64,61,63,54,47,93,73,52,30.27,30.2,30.15,10,8,2,20,12,25,0.02,8,Rain,30,78401,Southeast
4/26/2013,82,76,70,72,69,66,93,79,65,30.15,30.08,30.02,10,8,4,29,17,35,T,7,,142,78401,Southeast
4/27/2013,85,78,71,72,69,66,82,69,55,30.08,30.01,29.93,10,8,2,24,14,29,0.3,7,Rain-Thunderstorm,141,78401,Southeast
4/28/2013,80,74,68,72,67,63,93,82,71,30.03,29.94,29.84,10,9,5,29,10,33,0.02,6,Rain-Thunderstorm,87,78401,Southeast
4/29/2013,85,76,67,72,68,63,93,76,58,29.93,29.85,29.78,10,7,0,31,9,40,0.78,5,Fog-Rain-Thunderstorm,93,78401,Southeast
4/30/2013,84,75,65,72,67,62,93,76,58,29.84,29.78,29.71,10,10,5,20,10,23,0.23,4,Rain-Thunderstorm,115,78401,Southeast
5/1/2013,86,80,73,72,70,68,93,75,57,29.9,29.81,29.75,10,8,0,18,11,23,0,5,,128,78401,Southeast
5/2/2013,81,69,56,70,59,41,93,70,46,30.27,30.03,29.87,10,10,5,38,20,45,T,5,Rain-Thunderstorm,354,78401,Southeast
5/3/2013,75,64,53,39,30,24,55,36,16,30.32,30.22,30.1,10,10,10,35,18,43,0,2,,343,78401,Southeast
5/4/2013,86,68,49,52,39,29,71,43,14,30.11,30.02,29.91,10,10,10,24,10,26,0,0,,176,78401,Southeast
5/5/2013,88,72,55,55,51,42,80,51,21,30.08,30.02,29.96,10,10,10,17,8,24,0,0,,129,78401,Southeast
5/6/2013,83,71,59,61,55,51,84,60,36,30.12,30.05,29.98,10,10,10,20,7,22,T,1,,120,78401,Southeast
5/7/2013,84,73,61,65,60,56,90,68,46,30.07,30.01,29.96,10,10,10,24,9,29,0,2,,117,78401,Southeast
5/8/2013,87,78,68,69,66,62,87,67,46,30.02,29.96,29.91,10,10,10,29,17,33,0,4,,148,78401,Southeast
5/9/2013,85,81,76,72,71,70,82,74,65,29.95,29.89,29.81,10,9,7,29,18,33,T,7,Rain,149,78401,Southeast
5/10/2013,85,81,76,74,71,64,88,73,58,29.94,29.87,29.82,10,6,3,28,12,33,0.01,8,Rain,96,78401,Southeast
5/11/2013,90,81,72,70,66,62,93,68,43,30.1,30,29.93,10,10,8,21,12,28,0.3,4,Rain-Thunderstorm,43,78401,Southeast
5/12/2013,80,73,65,70,63,56,84,71,57,30.17,30.12,30.05,10,10,5,21,10,25,0.3,6,Rain-Thunderstorm,45,78401,Southeast
5/13/2013,85,75,64,64,61,56,87,65,42,30.26,30.2,30.16,10,10,10,20,10,25,0,1,,86,78401,Southeast
5/14/2013,89,80,70,70,67,64,84,67,50,30.22,30.13,30.06,10,10,10,25,14,32,T,3,,137,78401,Southeast
5/15/2013,83,79,75,74,71,69,87,78,69,30.07,29.99,29.9,10,10,6,35,20,39,0.1,6,Rain-Thunderstorm,158,78401,Southeast
5/16/2013,92,83,74,73,71,69,87,72,56,29.89,29.82,29.74,10,10,7,31,20,39,0,4,,163,78401,Southeast
5/17/2013,94,85,76,73,71,66,87,64,41,29.9,29.83,29.78,10,10,7,28,18,36,0,4,,157,78401,Southeast
5/18/2013,95,86,77,73,71,64,85,63,41,29.92,29.87,29.83,10,9,4,35,22,40,0,4,,150,78401,Southeast
5/19/2013,93,86,78,73,72,67,85,63,41,29.85,29.81,29.74,10,8,4,35,24,41,0,5,,153,78401,Southeast
5/20/2013,93,86,79,74,73,71,85,69,52,29.84,29.78,29.72,10,10,7,31,22,38,0,6,,147,78401,Southeast
5/21/2013,92,86,79,75,73,72,85,69,52,29.8,29.76,29.69,10,9,6,29,18,35,0,6,,144,78401,Southeast
5/22/2013,90,85,80,75,74,72,85,71,56,29.89,29.83,29.78,10,8,5,17,11,21,T,5,Rain-Thunderstorm,128,78401,Southeast
5/23/2013,92,85,78,75,74,73,85,71,56,29.99,29.91,29.86,10,9,0,22,13,28,0,6,,129,78401,Southeast
5/24/2013,93,84,75,75,73,68,85,67,49,30.08,30.01,29.96,10,10,9,28,16,33,T,6,Rain-Thunderstorm,122,78401,Southeast
5/25/2013,85,80,74,77,74,70,85,80,74,30.09,30.05,30,10,8,0,30,17,40,0.69,6,Fog-Rain-Thunderstorm,137,78401,Southeast
5/26/2013,90,84,78,74,72,68,85,69,52,30.08,30.03,29.97,10,10,10,23,15,29,0,4,,141,78401,Southeast
5/27/2013,92,85,78,75,72,68,85,66,47,30.01,29.94,29.86,10,10,7,30,19,37,0,4,,146,78401,Southeast
5/28/2013,92,86,80,74,72,72,79,66,52,29.91,29.83,29.78,10,10,9,37,25,44,0,6,,145,78401,Southeast
5/29/2013,91,86,80,74,73,72,79,69,59,29.84,29.79,29.73,10,10,10,38,23,44,0,5,,149,78401,Southeast
5/30/2013,95,88,80,76,74,72,85,69,52,29.84,29.79,29.75,10,10,10,26,19,32,0,5,,146,78401,Southeast
5/31/2013,97,89,80,75,74,73,85,67,48,29.88,29.83,29.78,10,10,10,30,18,33,0,4,,152,78401,Southeast
6/1/2013,97,89,81,75,74,73,79,64,48,29.88,29.82,29.78,10,10,10,28,19,59,0,4,,149,78401,Southeast
6/2/2013,91,84,77,77,74,71,85,69,52,29.99,29.91,29.86,10,10,2,23,7,28,0.41,4,Rain-Thunderstorm,127,78401,Southeast
6/3/2013,92,83,74,73,71,69,93,71,49,29.95,29.9,29.83,10,10,10,17,7,20,0,2,,88,78401,Southeast
6/4/2013,92,82,72,73,70,67,93,69,44,29.89,29.86,29.81,10,10,7,17,7,21,0,2,Fog,133,78401,Southeast
6/5/2013,94,83,72,74,71,68,93,70,47,29.87,29.83,29.79,10,10,2,18,9,24,0,2,Fog,141,78401,Southeast
6/6/2013,97,86,75,75,73,71,87,67,46,29.85,29.79,29.74,10,10,9,16,8,23,0,3,,111,78401,Southeast
6/7/2013,92,82,72,75,71,66,90,71,52,29.92,29.88,29.83,10,10,2,40,9,48,0.13,4,Rain-Thunderstorm,42,78401,Southeast
6/8/2013,94,83,71,75,71,67,90,70,49,29.92,29.87,29.8,10,10,8,24,10,30,0.06,3,Rain-Thunderstorm,124,78401,Southeast
6/9/2013,95,87,79,77,74,66,85,69,52,29.93,29.85,29.82,10,10,1,32,11,44,0.25,4,Rain-Thunderstorm,140,78401,Southeast
6/10/2013,94,86,77,77,74,72,91,72,52,29.96,29.93,29.91,10,10,10,21,9,24,0,2,Rain-Thunderstorm,120,78401,Southeast
6/11/2013,95,86,76,76,72,36,85,66,46,30.02,29.98,29.95,10,10,10,24,12,30,0,2,Rain-Thunderstorm,146,78401,Southeast
6/12/2013,96,88,80,78,75,71,88,67,46,30.02,29.99,29.95,10,10,9,24,13,31,0.15,2,Rain,146,78401,Southeast
6/13/2013,94,87,80,79,76,73,85,71,56,30.03,29.98,29.91,10,10,10,24,10,29,T,3,Rain,139,78401,Southeast
6/14/2013,95,88,80,78,76,75,85,71,56,29.97,29.92,29.87,10,10,10,22,13,26,T,2,Rain,138,78401,Southeast
6/15/2013,97,89,80,76,74,69,85,64,42,29.96,29.92,29.88,10,10,9,22,13,26,0,2,,151,78401,Southeast
6/16/2013,97,88,79,77,74,73,91,70,48,29.99,29.95,29.92,10,10,9,25,15,31,0,3,,150,78401,Southeast
6/17/2013,98,90,81,77,75,71,85,67,48,29.96,29.93,29.86,10,10,7,25,15,31,0,3,,159,78401,Southeast
6/18/2013,97,87,77,76,74,71,88,67,45,29.96,29.93,29.87,10,10,9,22,14,30,0,2,,152,78401,Southeast
6/19/2013,98,89,79,75,73,70,91,67,42,30,29.93,29.9,10,10,10,28,14,33,0,2,,158,78401,Southeast
6/20/2013,97,88,78,76,74,71,91,68,45,30.03,29.99,29.95,10,10,8,26,14,35,0,3,,141,78401,Southeast
6/21/2013,97,88,79,76,73,67,91,65,38,30.06,30.02,29.99,10,10,6,24,14,35,0,2,,144,78401,Southeast
6/22/2013,99,88,77,77,73,67,91,65,38,30.02,29.98,29.92,10,10,6,28,14,33,0,2,,150,78401,Southeast
6/23/2013,97,88,78,76,73,67,85,62,39,29.98,29.94,29.9,10,10,9,28,16,37,0,1,,152,78401,Southeast
6/24/2013,97,89,81,77,74,70,85,64,42,30.01,29.97,29.92,10,10,2,31,19,39,0,3,Rain,150,78401,Southeast
6/25/2013,97,89,81,77,74,70,85,64,42,30,29.96,29.91,10,10,7,33,20,39,0,2,,154,78401,Southeast
6/26/2013,99,90,81,77,75,71,85,64,42,29.96,29.93,29.9,10,10,7,28,17,32,0,3,,158,78401,Southeast
6/27/2013,97,87,77,76,73,71,85,65,45,30,29.96,29.92,10,10,8,21,11,26,0,2,,150,78401,Southeast
6/28/2013,101,88,75,75,71,63,88,60,31,29.99,29.91,29.83,10,10,4,22,10,25,0,1,,158,78401,Southeast
6/29/2013,107,93,79,74,69,64,85,57,29,29.87,29.81,29.72,10,10,10,20,10,23,0,0,,179,78401,Southeast
6/30/2013,91,83,74,73,70,66,87,69,50,29.95,29.86,29.76,10,8,0,47,11,58,1.34,4,Fog-Rain-Thunderstorm,326,78401,Southeast
7/1/2013,97,86,75,74,68,61,87,59,30,29.96,29.89,29.85,10,10,10,15,6,21,0,2,,51,78401,Southeast
7/2/2013,98,87,75,74,64,53,74,49,24,30.03,29.97,29.93,10,10,10,16,6,21,T,3,,87,78401,Southeast
7/3/2013,95,84,73,72,66,58,84,58,31,30.01,29.96,29.89,10,10,10,21,8,26,0,1,,174,78401,Southeast
7/4/2013,94,83,71,72,69,64,93,66,39,29.97,29.93,29.88,10,10,8,18,8,31,0,1,,129,78401,Southeast
7/5/2013,95,84,73,74,70,64,87,62,36,29.96,29.91,29.84,10,10,7,18,8,24,0,2,,110,78401,Southeast
7/6/2013,94,85,75,76,73,70,87,68,49,29.9,29.87,29.83,10,10,7,24,10,28,0,2,,107,78401,Southeast
7/7/2013,96,87,78,76,73,69,85,64,43,29.98,29.91,29.87,10,10,10,28,11,33,0,2,,139,78401,Southeast
7/8/2013,95,87,78,76,73,70,79,64,49,30.09,30.03,29.97,10,10,9,30,13,37,T,3,Rain,140,78401,Southeast
7/9/2013,97,88,78,77,74,72,91,68,45,30.11,30.07,30.02,10,10,10,20,10,31,0,2,,128,78401,Southeast
7/10/2013,97,88,78,76,73,70,91,68,45,30.07,30.02,29.95,10,10,10,22,10,31,0,2,,139,78401,Southeast
7/11/2013,98,87,76,75,72,68,87,64,40,30,29.96,29.9,10,10,10,22,11,26,0,2,,155,78401,Southeast
7/12/2013,98,87,75,74,72,68,87,64,40,29.95,29.92,29.89,10,10,10,21,9,28,0,1,,150,78401,Southeast
7/13/2013,98,87,76,75,70,65,87,61,35,29.97,29.91,29.87,10,10,10,17,8,29,0,1,,147,78401,Southeast
7/14/2013,98,87,76,74,71,68,87,64,40,29.91,29.88,29.83,10,10,10,23,12,28,0,1,,158,78401,Southeast
7/15/2013,96,88,80,75,73,71,79,64,49,29.96,29.9,29.86,10,10,10,24,15,31,0,2,,139,78401,Southeast
7/16/2013,89,83,77,76,74,72,85,74,63,30.04,29.99,29.94,10,8,1,30,12,37,0.85,4,Rain,121,78401,Southeast
7/17/2013,82,78,74,75,73,71,91,85,79,30.15,30.09,30.03,10,8,0,23,7,28,1.84,6,Rain-Thunderstorm,102,78401,Southeast
7/18/2013,90,84,77,75,73,72,88,72,56,30.12,30.06,29.98,10,10,9,17,9,23,0.04,3,Rain,83,78401,Southeast
7/19/2013,93,85,76,76,74,72,94,75,56,30.04,29.98,29.91,10,10,10,20,7,24,0,2,,113,78401,Southeast
7/20/2013,92,84,76,76,74,73,91,74,56,29.98,29.92,29.86,10,10,8,17,8,22,T,2,Rain,130,78401,Southeast
7/21/2013,92,86,79,79,76,74,88,72,56,29.95,29.91,29.88,10,10,10,23,13,28,0,2,,157,78401,Southeast
7/22/2013,94,88,81,77,76,74,91,74,56,29.99,29.95,29.9,10,10,7,29,16,37,0,2,,155,78401,Southeast
